b=5000,c=(1, 2),d=True,e=0.1,f=l1, 0.5
b=5000,c=(1, 2),d=True,e=0.1,f=l2, 0.67013243212
b=3000,c=(1, 1),d=True,e=1,f=l2, 0.665690936442
b=3000,c=(1, 1),d=True,e=1,f=l1, 0.5
b=3000,c=(1, 1),d=True,e=100,f=l1, 0.5
b=None,c=(1, 2),d=False,e=1,f=l2, 0.67155872411
b=None,c=(1, 2),d=False,e=1,f=l1, 0.5
b=3000,c=(1, 1),d=True,e=100,f=l2, 0.665550368573
b=3000,c=(1, 1),d=False,e=100,f=l1, 0.5
b=3000,c=(1, 1),d=False,e=100,f=l2, 0.659926942553
b=3000,c=(1, 2),d=True,e=1,f=l2, 0.670140856545
b=3000,c=(1, 2),d=True,e=1,f=l1, 0.5
b=None,c=(1, 1),d=False,e=1,f=l1, 0.5
b=None,c=(1, 1),d=False,e=1,f=l2, 0.671782784898
b=None,c=(1, 2),d=True,e=100,f=l1, 0.5
b=None,c=(1, 2),d=True,e=100,f=l2, 0.664714476636
b=None,c=(1, 2),d=False,e=0.01,f=l1, 0.669673379586
b=None,c=(1, 2),d=False,e=0.01,f=l2, 0.69373233872
b=5000,c=(1, 1),d=True,e=1000,f=l1, 0.5
b=None,c=(1, 2),d=False,e=0.1,f=l2, 0.671891867564
b=None,c=(1, 2),d=False,e=0.1,f=l1, 0.637060997464
b=5000,c=(1, 2),d=False,e=1000,f=l2, 0.659155933757
b=5000,c=(1, 2),d=False,e=1000,f=l1, 0.5
b=3000,c=(1, 1),d=False,e=1,f=l2, 0.671683182068
b=3000,c=(1, 1),d=False,e=1,f=l1, 0.5
b=5000,c=(1, 2),d=False,e=10,f=l1, 0.5
b=3000,c=(1, 2),d=False,e=10,f=l2, 0.665925304536
b=3000,c=(1, 2),d=False,e=10,f=l1, 0.5
b=5000,c=(1, 2),d=False,e=10,f=l2, 0.66599748271
b=None,c=(1, 1),d=True,e=10,f=l1, 0.5
b=None,c=(1, 1),d=True,e=10,f=l2, 0.660155807146
b=3000,c=(1, 1),d=False,e=0.1,f=l2, 0.670420563037
b=3000,c=(1, 1),d=False,e=0.1,f=l1, 0.637060997464
b=5000,c=(1, 2),d=False,e=0.01,f=l2, 0.692426525911
b=5000,c=(1, 2),d=False,e=0.01,f=l1, 0.669816906683
b=None,c=(1, 1),d=False,e=0.01,f=l1, 0.669678368243
b=None,c=(1, 1),d=False,e=0.01,f=l2, 0.691854866037
b=5000,c=(1, 1),d=True,e=100,f=l2, 0.664354283957
b=5000,c=(1, 1),d=True,e=100,f=l1, 0.5
b=None,c=(1, 1),d=True,e=100,f=l1, 0.5
b=None,c=(1, 1),d=True,e=100,f=l2, 0.660047643294
b=5000,c=(1, 1),d=False,e=1,f=l1, 0.5
b=5000,c=(1, 2),d=False,e=100,f=l1, 0.5
b=5000,c=(1, 2),d=False,e=100,f=l2, 0.659940233214
b=5000,c=(1, 1),d=False,e=1,f=l2, 0.67174683161
b=None,c=(1, 2),d=True,e=0.01,f=l1, 0.5
b=None,c=(1, 1),d=True,e=0.01,f=l1, 0.5
b=3000,c=(1, 2),d=False,e=0.01,f=l1, 0.669687335864
b=3000,c=(1, 2),d=False,e=0.01,f=l2, 0.691581486946
b=None,c=(1, 2),d=True,e=0.1,f=l2, 0.663110365112
b=None,c=(1, 2),d=True,e=0.1,f=l1, 0.5
b=3000,c=(1, 1),d=False,e=0.01,f=l1, 0.669683541094
b=5000,c=(1, 2),d=True,e=1,f=l1, 0.5
b=5000,c=(1, 2),d=True,e=1,f=l2, 0.670218201938
b=3000,c=(1, 1),d=False,e=1000,f=l1, 0.5
b=3000,c=(1, 1),d=False,e=1000,f=l2, 0.659201027032
b=None,c=(1, 2),d=False,e=1000,f=l1, 0.5
b=None,c=(1, 2),d=False,e=1000,f=l2, 0.65918763498
b=None,c=(1, 1),d=False,e=10,f=l2, 0.665620100862
b=None,c=(1, 1),d=False,e=10,f=l1, 0.5
b=5000,c=(1, 1),d=True,e=10,f=l1, 0.5
b=5000,c=(1, 1),d=True,e=10,f=l2, 0.664431944322
b=3000,c=(1, 1),d=True,e=10,f=l2, 0.665616485124
b=3000,c=(1, 2),d=True,e=10,f=l1, 0.5
b=3000,c=(1, 2),d=True,e=10,f=l2, 0.670095608084
b=5000,c=(1, 1),d=False,e=10,f=l1, 0.5
b=None,c=(1, 1),d=True,e=0.1,f=l1, 0.5
b=3000,c=(1, 2),d=False,e=1,f=l1, 0.5
b=3000,c=(1, 2),d=False,e=1,f=l2, 0.67110857442
b=None,c=(1, 2),d=True,e=1,f=l2, 0.664770479934
b=None,c=(1, 2),d=True,e=1,f=l1, 0.5
b=3000,c=(1, 2),d=False,e=1000,f=l1, 0.5
b=3000,c=(1, 2),d=False,e=0.1,f=l1, 0.637060997464
b=3000,c=(1, 2),d=False,e=0.1,f=l2, 0.670720441396
b=3000,c=(1, 2),d=False,e=1000,f=l2, 0.659133246532
b=5000,c=(1, 1),d=True,e=0.1,f=l1, 0.5
b=5000,c=(1, 1),d=True,e=0.1,f=l2, 0.663975785017
b=None,c=(1, 1),d=False,e=1000,f=l1, 0.5
b=None,c=(1, 1),d=False,e=0.1,f=l1, 0.637060997464
b=None,c=(1, 1),d=False,e=0.1,f=l2, 0.670644414939
b=None,c=(1, 1),d=False,e=1000,f=l2, 0.65920941137
b=None,c=(1, 1),d=False,e=100,f=l2, 0.659937082844
b=None,c=(1, 1),d=False,e=100,f=l1, 0.5
b=3000,c=(1, 2),d=True,e=0.01,f=l2, 0.671867958758
b=3000,c=(1, 2),d=True,e=0.01,f=l1, 0.5
b=None,c=(1, 1),d=True,e=0.1,f=l2, 0.658864077448
b=None,c=(1, 2),d=True,e=1000,f=l1, 0.5
b=None,c=(1, 2),d=True,e=1000,f=l2, 0.664677182162
b=3000,c=(1, 1),d=True,e=10,f=l1, 0.5
b=3000,c=(1, 2),d=True,e=100,f=l1, 0.5
b=3000,c=(1, 2),d=True,e=100,f=l2, 0.670070213421
b=5000,c=(1, 1),d=True,e=1,f=l1, 0.5
b=5000,c=(1, 1),d=True,e=1,f=l2, 0.664499848557
b=3000,c=(1, 1),d=True,e=0.1,f=l2, 0.665400897391
b=3000,c=(1, 1),d=True,e=0.1,f=l1, 0.5
b=5000,c=(1, 2),d=False,e=0.1,f=l2, 0.671180415936
b=5000,c=(1, 2),d=False,e=0.1,f=l1, 0.637060997464
b=3000,c=(1, 1),d=False,e=0.01,f=l2, 0.691344957334
b=3000,c=(1, 2),d=True,e=0.1,f=l2, 0.670204320389
b=3000,c=(1, 2),d=True,e=0.1,f=l1, 0.5
b=5000,c=(1, 1),d=False,e=1000,f=l2, 0.659206517577
b=3000,c=(1, 1),d=True,e=0.01,f=l1, 0.5
b=3000,c=(1, 1),d=True,e=0.01,f=l2, 0.666958172361
b=5000,c=(1, 1),d=False,e=1000,f=l1, 0.5
b=None,c=(1, 2),d=False,e=10,f=l2, 0.666099908546
b=None,c=(1, 2),d=False,e=10,f=l1, 0.5
b=5000,c=(1, 1),d=False,e=0.1,f=l1, 0.637060997464
b=5000,c=(1, 1),d=False,e=0.1,f=l2, 0.67056829554
b=5000,c=(1, 1),d=False,e=0.01,f=l2, 0.691660674194
b=3000,c=(1, 2),d=True,e=1000,f=l2, 0.670065277337
b=3000,c=(1, 2),d=True,e=1000,f=l1, 0.5
b=5000,c=(1, 1),d=False,e=0.01,f=l1, 0.669684027961
b=5000,c=(1, 2),d=True,e=1000,f=l1, 0.5
b=5000,c=(1, 2),d=True,e=1000,f=l2, 0.670131283859
b=5000,c=(1, 1),d=False,e=10,f=l2, 0.665609869882
b=3000,c=(1, 1),d=False,e=10,f=l2, 0.66559150335
b=3000,c=(1, 1),d=False,e=10,f=l1, 0.5
b=5000,c=(1, 2),d=True,e=0.01,f=l1, 0.5
b=5000,c=(1, 2),d=True,e=0.01,f=l2, 0.671400283147
b=5000,c=(1, 2),d=True,e=10,f=l2, 0.670173595248
b=5000,c=(1, 2),d=True,e=10,f=l1, 0.5
b=None,c=(1, 1),d=True,e=0.01,f=l2, 0.658556851762
b=None,c=(1, 2),d=True,e=0.01,f=l2, 0.660357317682
b=5000,c=(1, 1),d=False,e=100,f=l1, 0.5
b=5000,c=(1, 1),d=False,e=100,f=l2, 0.659933508225
b=5000,c=(1, 2),d=False,e=1,f=l2, 0.671269118226
b=5000,c=(1, 1),d=True,e=1000,f=l2, 0.664324753454
b=3000,c=(1, 1),d=True,e=1000,f=l1, 0.5
b=3000,c=(1, 1),d=True,e=1000,f=l2, 0.665526258392
b=5000,c=(1, 2),d=False,e=1,f=l1, 0.5
b=3000,c=(1, 2),d=False,e=100,f=l2, 0.659912539871
b=3000,c=(1, 2),d=False,e=100,f=l1, 0.5
b=None,c=(1, 1),d=True,e=1000,f=l2, 0.660000547815
b=None,c=(1, 1),d=True,e=1000,f=l1, 0.5
b=5000,c=(1, 1),d=True,e=0.01,f=l2, 0.665124906621
b=5000,c=(1, 1),d=True,e=0.01,f=l1, 0.5
b=5000,c=(1, 2),d=True,e=100,f=l2, 0.670140266689
b=5000,c=(1, 2),d=True,e=100,f=l1, 0.5
b=None,c=(1, 1),d=True,e=1,f=l2, 0.66019473365
b=None,c=(1, 1),d=True,e=1,f=l1, 0.5
b=None,c=(1, 2),d=True,e=10,f=l2, 0.664796013917
b=None,c=(1, 2),d=True,e=10,f=l1, 0.5
b=None,c=(1, 2),d=False,e=100,f=l1, 0.5
b=None,c=(1, 2),d=False,e=100,f=l2, 0.659978803533
